Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8
14.4833444384731,8.03685896907503,-4.82607969409313,-10.388357854028,14.1667096051093,8.10217613462273,-4.78896796514976,-23.496070810229
14.1533800040514,7.26505891083512,-4.83116333950907,-10.2356680782525,13.8327486613475,7.06225404581893,-4.80327308132751,-22.8504526871547
13.8485631360306,6.50500185069659,-4.82094258901984,-10.1211345158768,13.5115110510588,6.05889397240885,-4.82126989360559,-22.2085122639232
13.5780900989943,5.74952107392319,-4.77559672991329,-9.99802230025162,13.2046940412395,5.09014184698172,-4.84591283496268,-21.5808365345865
13.340257223879,4.99914619912675,-4.70849826582115,-9.89154394416695,12.9201000909907,4.15589754039517,-4.87938472631396,-20.9754440251288
13.1492340411257,4.25975793685279,-4.63240309706786,-9.83749673165397,12.6656752390266,3.25760516293989,-4.92442958119613,-20.4101738129486
12.9973651311275,3.52246434520608,-4.52982483000195,-9.79889103154827,12.6478390445368,2.65291440918067,-4.91779534169635,-18.7646215797022
12.9067166946676,2.83028522374752,-4.41055446297671,-9.75322399883731,12.4655008129284,1.81083875154942,-4.99589342403572,-18.3976549529685
12.9087643188531,2.21850662385711,-4.31199925625647,-9.77345186882967,12.3442950725469,1.01504532267249,-5.08775977454014,-18.0942637346038
13.0172759149642,1.68510630827053,-4.23003774911082,-9.77814825620099,12.2961687658723,0.265716785196465,-5.19367505128022,-17.8654606842774
13.3144558165345,1.2990061554783,-4.1932473179521,-9.82741798854296,12.3242358522263,-0.436921484941071,-5.31364333352401,-17.67018359287
14.09199530123,1.35448931109773,-4.24657144868013,-9.81999408604773,12.4411864989629,-1.08486374243204,-5.44653474489711,-17.5466239090466
14.948978960805,1.46331481857257,-4.33526012079533,-9.773484111084,12.6535811705157,-1.67856974504039,-5.59130503714846,-17.4546928091215
15.8248550215887,1.56999348682178,-4.44898026619667,-9.62313808562046,12.968163126328,-2.21204859653552,-5.74627330189571,-17.4108555304228
16.6784885822784,1.61312509080228,-4.59502128309374,-9.42503681286443,13.3919442330883,-2.68154008982261,-5.90896229397813,-17.38360658995
17.6743206600365,1.78258710004343,-4.80958077684277,-9.20646799126719,13.9310320445017,-3.084730169117,-6.07781372780118,-17.3778171126407
18.7586323938791,2.05167689193113,-5.1051104351274,-8.96518424960865,14.5874770832278,-3.41725906379519,-6.2512079472642,-17.3456784863739
19.8919677915686,2.31619206325418,-5.47448479137626,-8.70919842117308,15.3708819589812,-3.67174324767521,-6.42615361211283,-17.3031506503638
21.0396255110578,2.50486676607999,-5.88003928716418,-8.40789495967551,16.2833821091231,-3.8472735582409,-6.60017507275387,-17.2083332531618
22.1926330308922,2.58258574566835,-6.30737312813537,-8.08119379320855,17.330963530274,-3.9387573429755,-6.77100032977042,-17.0771179875164
23.3040999337487,2.52391516049092,-6.78713773543117,-7.82165257612006,18.5180230090411,-3.94139406077013,-6.9374848560013,-16.8684142490163
24.2670366609407,2.32663164949024,-7.37721221972675,-7.68935298389626,19.8471682236293,-3.85488003859519,-7.0986229108391,-16.5596927955731
25.4924391537073,2.38859298270222,-8.20845297894682,-7.64553326360827,21.3192477714862,-3.67664493683628,-7.25299202316152,-16.1572643189046
26.8455885076838,2.45382876809115,-9.22965146501371,-7.67688657378202,22.9402388731124,-3.40097912079435,-7.40014843269588,-15.6488258928941
28.0259085309941,2.17926378234642,-10.370776000744,-7.97903783215806,24.7040646305253,-3.03286095784164,-7.5396662170811,-15.0145165747478
29.2340638796601,1.93883522415632,-11.5930165389098,-8.46803732895414,26.6069257953686,-2.56980058184887,-7.6720965647517,-14.2615264093803
30.6144631634428,1.63725072216743,-12.8127916814919,-9.02691330628303,28.6394460167835,-2.01350072563764,-7.7970498861308,-13.4183024246388
32.2054131217014,1.39763080698932,-14.0310883861502,-9.67115428865644,30.7875405873371,-1.36893323045798,-7.91510989949218,-12.4673623024633
33.9296836338976,1.27764661813081,-15.141504099311,-10.2145097982043,33.0352009086379,-0.635701189691187,-8.02690193369591,-11.4476448487426
35.7583542294686,1.20242226114109,-16.0723221247501,-10.5125516391002,35.362202665586,0.176643318018979,-8.1326901920622,-10.3582768651965
37.6932637440101,1.25738588770379,-16.9845361431447,-10.7926649772421,37.7482878350468,1.0670203628261,-8.23144959925464,-9.25376177922104
39.7065899768923,1.43959129913023,-17.8362590481611,-11.0138406155797,40.1707955260202,2.02907896821859,-8.32205879376172,-8.13985622196932
41.8191050502314,1.80684272348246,-18.5630354919088,-11.0616355999976,42.6035721130116,3.05260754909709,-8.40446445741745,-7.05095655780741
43.9877868353084,2.30321365759405,-19.3677072211121,-11.149334856261,45.0280792910662,4.13163812858784,-8.47661061717392,-6.00809990798833
46.1713484311253,2.86234871932352,-20.1864050748695,-11.2173925123778,47.4198277678926,5.25626121900479,-8.5368795237172,-5.03774821897845
48.3627478490273,3.54483435247408,-20.8741630694042,-11.0525205038773,49.7592510183533,6.41831095333391,-8.58366104736989,-4.12325068727158
50.5565563119045,4.4172888798021,-21.396761705546,-10.6779212256084,52.0249483064856,7.6101039657194,-8.6144336025319,-3.31898058859783
52.7109153001918,5.36736331653562,-21.9577187641278,-10.3882190414925,54.1906114068612,8.81729928581823,-8.62899637985835,-2.57151427937798
54.8131495413991,6.36482870661526,-22.6870266447612,-10.2930204727909,56.2393870149923,10.0360867427196,-8.62499419068283,-1.91974570594647
56.8870760876504,7.41367956848652,-23.4666958831092,-10.2808875373812,58.1407039842383,11.2531226069857,-8.60216393671845,-1.33171385373931
58.9352748415138,8.54176524979785,-24.2177676037929,-10.240225061511,59.8796474626308,12.4651921402661,-8.56020248074432,-0.817102396176078
60.8820813679568,9.67755157043625,-25.041193074727,-10.3508329207371,61.4292449878634,13.6634966965402,-8.4985857563553,-0.3576485459266
62.6431114750923,10.6318109661935,-26.2255969601938,-10.7926132324195,62.7692536497359,14.8417900648144,-8.41897872310585,0.0580035552593346
64.3451926162336,11.7614056392051,-27.0629711262265,-11.035996683319,63.88820943129,15.9995084025057,-8.3215540139734,0.420182141881847
65.8226002600534,12.8289062600559,-28.1500521547284,-11.6402563552592,64.7672307484451,17.1300511011001,-8.20783578571078,0.741525561455468
66.897103406813,13.5177966414047,-29.9687071878297,-12.7054139537992,65.4014108785786,18.2347400239509,-8.0799929735227,1.01787615932092
64.5372422964676,10.4523170814734,-30.8449973574972,-15.5462221346804,65.781916222765,19.3096576634168,-7.93984507515252,1.24729812557711
64.3867379239908,10.1945331782402,-31.6510878462448,-16.800220333909,65.9131278494817,20.357266722051,-7.78973307219339,1.4234180316218
64.9832076037655,11.1576478663533,-32.2215667263041,-17.2361565992636,65.794595187485,21.3740768902046,-7.6322722672761,1.53811014110455
65.5427874833565,12.5463414272555,-32.2386860745647,-17.1782926404495,65.4357969279804,22.362180976604,-7.47031349828863,1.58040969821396
65.9796218213004,14.2064146179547,-31.8219311472546,-16.812021881796,64.8466847716567,23.3199401257604,-7.30608434064768,1.54040460678059
66.2342672048558,15.933687271619,-31.2029664940413,-16.3898696469337,64.0394339170587,24.2468925025092,-7.142586966295,1.40376943357378
66.3032097298516,17.7018444668332,-30.4155486404151,-15.9369419609643,63.0278460425012,25.1416818652767,-6.98245567394801,1.15983946391346
66.2092598326318,19.5441839808286,-29.3946524667041,-15.4165102700786,61.8258722352837,26.00222942291,-6.82823120562257,0.792778804388747
65.922833343386,21.365574892682,-28.2836025896999,-14.9344832396151,60.4446564758128,26.8267081999698,-6.68192790787771,0.292640190986185
65.4354289682207,23.1247988486039,-27.1263184774855,-14.5230819635143,58.8962299596604,27.6125726629796,-6.5461815106695,-0.351570780225425
64.7484622677168,24.805239900456,-25.9266982017638,-14.1835751214768,57.1886370471296,28.355892230807,-6.42275041893097,-1.15168382665512
63.7915102011984,26.2714143644398,-24.9167598560365,-14.0872681204647,55.3251012607185,29.0539027640563,-6.31400597310572,-2.11319681860625
62.5975538603237,27.5608111196768,-24.0517578998375,-14.1655293728976,53.3089975524778,29.7032304359827,-6.22157408979804,-3.2416171735184
