// fs=100 nSamples=955
// frame=world
// origFName=data/neura-sparse01/rawimu/S02-Trial-Walk-1
// idx=1120,2074
ori_1,ori_2,ori_3,ori_4,acc_1,acc_2,acc_3,gyr_1,gyr_2,gyr_3,mag_1,mag_2,mag_3
0.469778,-0.646884,-0.236218,-0.552314,7.943555,6.374327,0.471745,1.210935,-0.451388,-0.873994,0.677002,-0.503906,-0.359375
0.469433,-0.64441,-0.244052,-0.552093,8.383472,5.726749,0.876173,1.066033,-0.501627,-1.147333,0.692627,-0.492188,-0.362549
0.467695,-0.642138,-0.252354,-0.552483,8.646861,5.245069,0.858885,0.885541,-0.553947,-1.404836,0.710205,-0.47168,-0.354736
0.464591,-0.640076,-0.260963,-0.553494,9.026185,5.248873,0.729021,0.696725,-0.598095,-1.646861,0.72583,-0.455566,-0.353516
0.45974,-0.638635,-0.2694,-0.555164,9.402302,4.927789,0.761096,0.357933,-0.654679,-1.842345,0.743652,-0.439453,-0.358887
0.453412,-0.637645,-0.277559,-0.557483,9.759321,4.351473,0.656623,0.06612,-0.678805,-2.010901,0.756592,-0.416748,-0.362549
0.445821,-0.636937,-0.285563,-0.560365,10.045788,3.681905,0.649102,-0.173793,-0.691756,-2.162223,0.785645,-0.398193,-0.370605
0.437117,-0.636449,-0.293316,-0.563762,10.200221,3.049934,0.435102,-0.38817,-0.694822,-2.293508,0.793945,-0.373535,-0.376465
0.427501,-0.63598,-0.301086,-0.567555,10.252684,2.571843,-0.046594,-0.532239,-0.698939,-2.426381,0.813477,-0.346191,-0.38501
0.417264,-0.635346,-0.30906,-0.571584,10.426691,2.223668,-0.397684,-0.583018,-0.70766,-2.558511,0.830811,-0.312012,-0.393555
0.406462,-0.634518,-0.31723,-0.575796,10.635607,1.67641,-0.641383,-0.633015,-0.710966,-2.669317,0.833984,-0.273926,-0.404785
0.395371,-0.633453,-0.325646,-0.579978,10.671018,1.213212,-0.962685,-0.614728,-0.728385,-2.752458,0.843994,-0.235352,-0.406738
0.384028,-0.632116,-0.334474,-0.58402,10.635592,1.101187,-1.099977,-0.573864,-0.761313,-2.834153,0.852051,-0.203857,-0.413086
0.37243,-0.630523,-0.343778,-0.587837,10.843428,0.976549,-1.28227,-0.510191,-0.815808,-2.930368,0.855225,-0.170166,-0.423828
0.360669,-0.628596,-0.353579,-0.591411,11.377518,1.055828,-1.361859,-0.436383,-0.8534,-3.010563,0.854004,-0.134277,-0.434814
0.348807,-0.62647,-0.36353,-0.594739,11.619923,0.929502,-1.168225,-0.394029,-0.880672,-3.04419,0.854736,-0.091553,-0.439209
0.336848,-0.624186,-0.373592,-0.597791,11.659179,0.335397,-1.21717,-0.367621,-0.909805,-3.055122,0.853516,-0.057861,-0.452148
0.325244,-0.621594,-0.383887,-0.60039,11.683285,-0.139692,-1.324736,-0.234904,-0.920197,-3.040925,0.845703,-0.031006,-0.460205
0.314033,-0.618682,-0.394519,-0.60247,11.566835,-0.240339,-1.39518,-0.090707,-0.936869,-3.019783,0.848877,0.005127,-0.462158
0.303181,-0.61552,-0.405389,-0.60405,11.361391,-0.045089,-1.393552,0.043252,-0.956356,-3.000952,0.841064,0.03418,-0.472656
0.292439,-0.612232,-0.416354,-0.605227,11.224435,0.120495,-1.290997,0.102959,-0.986742,-2.978577,0.837158,0.074463,-0.488281
0.281651,-0.608989,-0.427036,-0.606173,11.21815,-0.048273,-1.287696,0.085258,-1.008535,-2.938843,0.836182,0.103516,-0.494141
0.271054,-0.605753,-0.4374,-0.606856,11.171592,-0.661646,-1.272173,0.086771,-1.006778,-2.854807,0.830566,0.128174,-0.5
0.260743,-0.602693,-0.447391,-0.607137,10.942307,-0.994311,-1.563662,0.107072,-1.032038,-2.744456,0.824951,0.155029,-0.510254
0.250764,-0.599788,-0.457098,-0.606987,10.639839,-1.020199,-1.681531,0.138044,-1.058105,-2.62696,0.821289,0.190918,-0.530273
0.241018,-0.597121,-0.466462,-0.606441,10.418373,-0.974722,-1.79442,0.153692,-1.096106,-2.522549,0.813721,0.215332,-0.538086
0.231767,-0.594526,-0.475651,-0.605458,10.433695,-0.832265,-1.658388,0.223971,-1.102444,-2.407425,0.817139,0.242432,-0.543945
0.223244,-0.592026,-0.48455,-0.604051,10.529364,-0.707789,-1.326269,0.316366,-1.081698,-2.262333,0.812012,0.258057,-0.551514
0.215565,-0.589675,-0.493031,-0.602275,10.533122,-1.012836,-1.171443,0.390392,-1.043018,-2.073996,0.811279,0.278076,-0.563965
0.209031,-0.587407,-0.501147,-0.600092,10.415519,-1.422076,-1.11908,0.522447,-0.972268,-1.873269,0.805664,0.302734,-0.578613
