// fs=100  nSamples=955
// frame=world
// posUnit=m
// origFName=data/neura-sparse01/rawvicon/S02-Trial-Walk-1.mat
// idx=1120,2074
PELV_1,PELV_2,PELV_3,LFEP_1,LFEP_2,LFEP_3,LFEO_1,LFEO_2,LFEO_3,LTIO_1,LTIO_2,LTIO_3,LTOE_1,LTOE_2,LTOE_3,RFEP_1,RFEP_2,RFEP_3,RFEO_1,RFEO_2,RFEO_3,RTIO_1,RTIO_2,RTIO_3,RTOE_1,RTOE_2,RTOE_3,qRPV_1,qRPV_2,qRPV_3,qRPV_4,qRTH_1,qRTH_2,qRTH_3,qRTH_4,qLTH_1,qLTH_2,qLTH_3,qLTH_4,qRSK_1,qRSK_2,qRSK_3,qRSK_4,qLSK_1,qLSK_2,qLSK_3,qLSK_4,qRFT_1,qRFT_2,qRFT_3,qRFT_4,qLFT_1,qLFT_2,qLFT_3,qLFT_4
0.0239670392083066,1.23241580639507,0.973134430614516,0.114057138426168,1.29670488366955,0.883200403946232,0.162745823785111,1.33829406140685,0.471626670417035,0.185681876994355,1.3819112061958,0.0824331095817576,0.209183535323514,1.22557418302736,0.0557321169631601,-0.0704178575255619,1.28465283991285,0.880902456832865,-0.0980976734104866,1.34427138991412,0.492429824761657,-0.114727864188365,1.39651163963992,0.0847015288055412,-0.147009294582527,1.24249886162381,0.0548644682479469,0.726076204701923,0.0515314268595881,0.0446025482587647,-0.684228375398369,0.682942271331332,0.0263651912609738,0.0794493829308327,-0.725660062474492,0.780586429298451,0.0756725153521519,-0.0147434063138326,-0.620275042852474,0.685327099750675,0.0289845472347601,0.0601617269933952,-0.725167035222987,0.781770020239654,0.0618401062508144,0.0116809676200939,-0.620382939569454,0.383037197242727,0.578987979355131,0.50785694631194,-0.510036025564283,0.503413626289309,0.51787805241312,0.561310826133164,-0.404112855723184
0.022688068679793,1.23206180019555,0.973057045228974,0.112508830109642,1.296694267653,0.883102695465697,0.161978965273342,1.33810390041122,0.471597829150274,0.185696170370588,1.38180056708522,0.0824025369370249,0.209200874886823,1.22559409119811,0.0557419171816034,-0.0719345605185526,1.28414414608001,0.880979448101748,-0.0987476105352411,1.34296929419434,0.492389557276292,-0.114891269808181,1.39670390064419,0.0847040407075045,-0.146991599073562,1.24252919498238,0.0549049250931066,0.72697163276394,0.0514724948746069,0.0453707993788807,-0.68323079408911,0.684393467419162,0.0266253095691875,0.0779104141386052,-0.724449199056133,0.782188416731717,0.0760493705848497,-0.0158161243891299,-0.618180899230706,0.687465065641522,0.030845266304302,0.0609707720512752,-0.722995793919014,0.783123159425693,0.0625571458254855,0.0108220754881296,-0.618617493576943,0.383688523893871,0.578782206666779,0.507910704539224,-0.509726387479152,0.5038227262835,0.518294121964013,0.560876226035618,-0.403672791609561
0.0213315839619819,1.23167373611682,0.972973189810851,0.11089134322511,1.29664448822011,0.882999027744438,0.161174730607621,1.33788428615869,0.471572666031658,0.185702247075249,1.38167013678551,0.0823792988093778,0.209218064580226,1.22560397073733,0.0557496572814366,-0.0735202781299313,1.28359621680266,0.881045479336724,-0.0994336145218141,1.34152730934808,0.492324486287691,-0.115070412745271,1.3969163600493,0.0847053857983541,-0.14696893296523,1.24255940537477,0.0549413473352812,0.727823165518095,0.0514237111533748,0.0461234503615442,-0.682276827243298,0.685974327921567,0.0268349590934908,0.0762433450661099,-0.723122436891662,0.783986718799157,0.0764492077812227,-0.016939507087299,-0.615819288814336,0.689932931166785,0.0328932604372461,0.0618770064552586,-0.720473330513734,0.784553060214466,0.0633046026072345,0.00993005708848438,-0.616741774945622,0.384391600261007,0.57855049174599,0.507993712127342,-0.50937688854947,0.504236431273561,0.518725267233187,0.560456260798814,-0.40318543902499
0.019897932965448,1.23124157461731,0.972880500769031,0.109205823985536,1.29653555794666,0.882891669938251,0.160336267869456,1.33764520400541,0.471553020149398,0.185704092234367,1.38151983356243,0.0823613673699151,0.209234379040245,1.22562384387922,0.0557559649454818,-0.0751733568968159,1.28302900170295,0.881098261730833,-0.100158572621307,1.33995543240798,0.492231493604171,-0.115265405401226,1.39713906132488,0.0847087033245906,-0.146941304183521,1.2425894775488,0.0549726351087742,0.728660817546897,0.051379899425099,0.0468445821400961,-0.681336263552054,0.68762196935969,0.0269730936347103,0.0744454962707977,-0.721738420453469,0.7858863703482,0.0769027812981693,-0.0180824247343329,-0.613303840722741,0.692562090371782,0.0351027228197724,0.0628650673988649,-0.717755900798762,0.786136019463427,0.064073078037699,0.00898758168359102,-0.614657646945398,0.385146731805934,0.578317307205982,0.508096050496883,-0.508969046833596,0.504646018537875,0.519168665170434,0.560055837205036,-0.402658356788464
0.0183866719488706,1.23077030071257,0.972777411989398,0.107454298983436,1.29637743544279,0.88277946922173,0.159463421424583,1.33737661422736,0.471536031482558,0.185702684115834,1.38134960231843,0.082345735966647,0.209250559482338,1.22563371889391,0.0557624122223099,-0.0768923279147297,1.28241242528541,0.881134201276084,-0.100923209476654,1.33827368699482,0.492111306896344,-0.115477240454828,1.39737203183728,0.0847150001823922,-0.146909717656477,1.24261941529932,0.0549980955173239,0.729443384249084,0.0513355315004896,0.0475113717684711,-0.680455495924225,0.689506955483446,0.0270979618577948,0.0725584716107912,-0.720125771654236,0.787930697051688,0.0773873814657048,-0.0192639268061045,-0.610577850038413,0.695349414932689,0.0374583464830312,0.0639146825747585,-0.714843323241458,0.787793105507283,0.0648713146592695,0.00800868786591701,-0.612461914218538,0.385954844722927,0.578088891605181,0.508215542008038,-0.5084968575115,0.505067019666626,0.519626564903582,0.559651495780305,-0.402101656254291
0.0167980890193073,1.23024488966303,0.972662629565132,0.105638792711241,1.29615007953677,0.882661688800509,0.158558459077314,1.33709848607744,0.47152140676903,0.185702127452715,1.38116933171527,0.0823282374020777,0.209266752173689,1.22564361748013,0.0557705592915779,-0.078676286080146,1.28175641941424,0.881149153233452,-0.101728524972083,1.33648208660933,0.491963933182483,-0.115705783888152,1.39762526971369,0.0847241367589758,-0.146873311841062,1.24263919867899,0.0550172612286973,0.730212525037809,0.0513168060458583,0.0481440744425284,-0.679586934682555,0.69139327957931,0.0271738554303106,0.0705847644504124,-0.718508667700745,0.790022242051124,0.0779429468515846,-0.0204435540577567,-0.607759668946611,0.69837879924821,0.0399792388630409,0.0650249789775045,-0.711646306341525,0.789456864748823,0.0656886089539845,0.00699026330999963,-0.610240937313703,0.386831595262047,0.577856733046371,0.50835191105122,-0.507957919035197,0.50550699991721,0.520101397503481,0.559225695302301,-0.401526874646376
0.0151341731370497,1.22966529366877,0.97253463964283,0.103762287303117,1.29587347776219,0.882540030255497,0.15762296413144,1.33678077044133,0.471507551054804,0.185707139219415,1.38095893026357,0.0823071160545996,0.209283104102026,1.22566356272317,0.0557820663207334,-0.0805209318908755,1.28106092603618,0.881143087424366,-0.102576250840204,1.33460065450742,0.491789107273566,-0.115952155192462,1.3978888180589,0.0847382594412086,-0.14683308734205,1.24264883980203,0.0550300392733762,0.73094040774605,0.0513331997804783,0.048738447891875,-0.678760330765895,0.693453871406073,0.0272288508874056,0.0685412784191063,-0.716716409093551,0.792206923639108,0.0785188093073508,-0.0216633080416363,-0.604792268310294,0.701648652375941,0.0426432503303568,0.0661655370251942,-0.708161594221584,0.791263835139139,0.066538159478551,0.00592163355198354,-0.607815062983951,0.387771650860107,0.577634133720057,0.508501995997144,-0.507343743843982,0.505959170374402,0.520590478125714,0.558785547306612,-0.400935885298557
0.0133954206414898,1.22903149904661,0.972392938774402,0.101827280369552,1.29551759658524,0.882414892072053,0.156656907765178,1.33642341185662,0.471490464828258,0.185720802648431,1.38072825852905,0.0822752121112717,0.209299228345008,1.22566358935919,0.0557994518917273,-0.0824244356236129,1.28031585069452,0.881111130035535,-0.1034662386522,1.3326394165475,0.491588689312623,-0.116214481411778,1.39815266560978,0.0847584936832343,-0.146789776728364,1.24266834703701,0.0550360574562766,0.731627107669281,0.0513942795187855,0.0492955382165438,-0.677975186321866,0.695566586840636,0.0272664645149252,0.0664534330932162,-0.714861947801007,0.794434078505584,0.0791415856949767,-0.0228929380101376,-0.601736668079926,0.704988775024884,0.0454210098145514,0.0673239252757024,-0.704553225840186,0.793212191327974,0.0674305285268279,0.00480630521333492,-0.605181330496458,0.388756886379322,0.577450570791289,0.508652598396792,-0.506647269537359,0.506444900522231,0.521092828224708,0.558287453319944,-0.400363518034965
0.0115852425021326,1.22833841788352,0.97223457256857,0.0998375323357585,1.2951023711421,0.882284970582753,0.155660134344266,1.33601637059929,0.471467288068457,0.185749222241285,1.38048717817196,0.0822283443380536,0.2093165390899,1.22567370184057,0.0558239899403785,-0.0843828049468836,1.27952112552063,0.881052253115964,-0.104398086354292,1.33062836711116,0.491362260461304,-0.116491473009682,1.39843683671681,0.0847875528749324,-0.146744647920086,1.2426777376303,0.0550356020212366,0.732287268424649,0.0515070505423866,0.0498131925393368,-0.677215642241545,0.697844258665499,0.0273195663402776,0.0643470701371983,-0.71282991415017,0.796608784089508,0.0797832208687301,-0.0241384166488082,-0.598720652408897,0.708483393795256,0.0483146676835971,0.0684829625055247,-0.70073322844678,0.795087939022787,0.0683876389230994,0.00367608782796549,-0.602614957034176,0.389806571247506,0.577294582036867,0.508801759779446,-0.505868136779223,0.506981507884312,0.521630066428343,0.557705375221424,-0.399795621424801
0.00970700789858035,1.22757601173244,0.972060156013115,0.097796608755461,1.29461775335278,0.882150379432772,0.154632347011068,1.33553959495253,0.471434300489343,0.185796347096778,1.38023553813005,0.082159485516515,0.209332914079029,1.22568395122659,0.055857433920664,-0.0863931742259233,1.27866671188505,0.880966575223619,-0.105369779767129,1.32856750692811,0.491111806438877,-0.116781539476936,1.39871129613127,0.0848248419402009,-0.146698567504065,1.24268702182329,0.0550284403859553,0.732922176679454,0.0516575278910867,0.0502731672599278,-0.676482957211257,0.7001658809132,0.0273843722948911,0.0622367304240989,-0.710735129809394,0.798772912688381,0.0804289995374059,-0.0254086181018682,-0.595690701719345,0.712048118413363,0.0512911110233159,0.0696200461962549,-0.696785295598017,0.796956785401107,0.0694323024454283,0.00253394677989482,-0.600027179962689,0.390893213537605,0.577191615461757,0.508940795630733,-0.505006535793002,0.507581483773744,0.522204883842101,0.557007898786688,-0.399255929587454
