MIDPEL_1,MIDPEL_2,MIDPEL_3,LFEP_1,LFEP_2,LFEP_3,RFEP_1,RFEP_2,RFEP_3,LFEO_1,LFEO_2,LFEO_3,RFEO_1,RFEO_2,RFEO_3,LTIO_1,LTIO_2,LTIO_3,RTIO_1,RTIO_2,RTIO_3,qRPV_1,qRPV_2,qRPV_3,qRPV_4,qLTH_1,qLTH_2,qLTH_3,qLTH_4,qRTH_1,qRTH_2,qRTH_3,qRTH_4,qLSK_1,qLSK_2,qLSK_3,qLSK_4,qRSK_1,qRSK_2,qRSK_3,qRSK_4
0.011,0,1,0.011,0.2,1,0.011,-0.2,1,0.0636137022183355,0.2,0.502775907322583,0.508224092677417,-0.2,0.947386297781664,0.0636137022183355,0.2,0.00277590732258326,0.508224092677417,-0.2,0.447386297781664,1,0,0,0,0.743379917820179,0,-0.668869417585873,0,0.743379917820179,0,-0.668869417585873,0,1,0,0,0,1,0,0,0
0.012,0,1,0.012,0.2,1,0.012,-0.2,1,0.0698525457121807,0.2,0.503358194515786,0.508641805484214,-0.2,0.942147454287819,0.0698525457121807,0.2,0.00335819451578578,0.508641805484214,-0.2,0.442147454287819,1,0,0,0,0.746895270912985,0,-0.664941692397025,0,0.746895270912985,0,-0.664941692397025,0,1,0,0,0,1,0,0,0
0.013,0,1,0.013,0.2,1,0.013,-0.2,1,0.0760849595806533,0.2,0.503995677564492,0.509004322435508,-0.2,0.936915040419347,0.0760849595806533,0.2,0.00399567756449204,0.509004322435508,-0.2,0.436915040419347,1,0,0,0,0.750389871720463,0,-0.660995491981108,0,0.750389871720463,0,-0.660995491981108,0,1,0,0,0,1,0,0,0
0.014,0,1,0.014,0.2,1,0.014,-0.2,1,0.0823103623029134,0.2,0.50468828562001,0.50931171437999,-0.2,0.931689637697087,0.0823103623029134,0.2,0.00468828562001011,0.50931171437999,-0.2,0.431689637697087,1,0,0,0,0.753863623146066,0,-0.657030925982245,0,0.753863623146066,0,-0.657030925982245,0,1,0,0,0,1,0,0,0
0.015,0,1,0.015,0.2,1,0.015,-0.2,1,0.0885281731373271,0.2,0.505435941707156,0.509564058292844,-0.2,0.926471826862673,0.0885281731373271,0.2,0.00543594170715633,0.509564058292844,-0.2,0.426471826862673,1,0,0,0,0.757316428672538,0,-0.653048104554843,0,0.757316428672538,0,-0.653048104554843,0,1,0,0,0,1,0,0,0
0.016,0,1,0.016,0.2,1,0.016,-0.2,1,0.0947378121860089,0.2,0.50623856273281,0.50976143726719,-0.2,0.921262187813991,0.0947378121860089,0.2,0.00623856273281043,0.50976143726719,-0.2,0.421262187813991,1,0,0,0,0.760748192364602,0,-0.649047138360529,0,0.760748192364602,0,-0.649047138360529,0,1,0,0,0,1,0,0,0
0.017,0,1,0.017,0.2,1,0.017,-0.2,1,0.10093870045927,0.2,0.50709605949515,0.50990394050485,-0.2,0.91606129954073,0.10093870045927,0.2,0.00709605949514991,0.50990394050485,-0.2,0.41606129954073,1,0,0,0,0.764158818871621,0,-0.645028138565078,0,0.764158818871621,0,-0.645028138565078,0,1,0,0,0,1,0,0,0
0.018,0,1,0.018,0.2,1,0.018,-0.2,1,0.107130259939969,0.2,0.508008336693564,0.509991663306436,-0.2,0.910869740060031,0.107130259939969,0.2,0.00800833669356382,0.509991663306436,-0.2,0.410869740060031,1,0,0,0,0.76754821343025,0,-0.640991216835326,0,0.76754821343025,0,-0.640991216835326,0,1,0,0,0,1,0,0,0
0.019,0,1,0.019,0.2,1,0.019,-0.2,1,0.113311913647745,0.2,0.508975292939245,0.510024707060755,-0.2,0.905688086352255,0.113311913647745,0.2,0.00897529293924493,0.510024707060755,-0.2,0.405688086352255,1,0,0,0,0.770916281867068,0,-0.636936485336062,0,0.770916281867068,0,-0.636936485336062,0,1,0,0,0,1,0,0,0
0.02,0,1,0.02,0.2,1,0.02,-0.2,1,0.11948308570315,0.2,0.509996820766457,0.510003179233543,-0.2,0.90051691429685,0.11948308570315,0.2,0.00999682076645692,0.510003179233543,-0.2,0.40051691429685,1,0,0,0,0.774262930601194,0,-0.632864056726917,0,0.774262930601194,0,-0.632864056726917,0,1,0,0,0,1,0,0,0
