gfr_acc_MP_act_1,gfr_acc_MP_act_2,gfr_acc_MP_act_3,gfr_acc_LA_act_1,gfr_acc_LA_act_2,gfr_acc_LA_act_3,gfr_acc_RA_act_1,gfr_acc_RA_act_2,gfr_acc_RA_act_3,bIsStatMP,bIsStatLA,bIsStatRA,qPelvisEst_1,qPelvisEst_2,qPelvisEst_3,qPelvisEst_4,qLankleEst_1,qLankleEst_2,qLankleEst_3,qLankleEst_4,qRankleEst_1,qRankleEst_2,qRankleEst_3,qRankleEst_4
-1.20736753927985e-14,0,0,-0.158811806286279,0,0.121639066838791,-0.121639066838803,0,0.158811806286467,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.20736753927985e-14,0,0,-0.160085307838792,0,0.119958103567513,-0.119958103567501,0,0.160085307838803,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.20736753927986e-14,0,0,-0.161341017805401,0,0.118263808373071,-0.11826380837326,0,0.161341017805213,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.20736753927986e-14,0,0,-0.162578796628138,0,0.116556369557035,-0.116556369557047,0,0.162578796628125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.20736753927985e-14,0,0,-0.163798506742544,0,0.114835976881115,-0.114835976881027,0,0.163798506742832,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.20736753927985e-14,0,0,-0.165000012592861,0,0.113102821546271,-0.113102821546158,0,0.165000012592972,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.16618318064594,0,0.111357096171661,-0.11135709617166,0,0.16618318064564,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.20736753927985e-14,0,0,-0.167347879406423,0,0.109598994774242,-0.109598994774455,0,0.167347879406111,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.20736753927985e-14,0,0,-0.168493979431415,0,0.10782871274708,-0.107828712747168,0,0.168493979431627,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.20736753927986e-14,0,0,-0.169621353345938,0,0.106046446835526,-0.106046446835415,0,0.16962135334625,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.20736753927986e-14,0,0,-0.170729875856114,0,0.104252395116735,-0.104252395116546,0,0.170729875855802,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.20736753927985e-14,0,0,-0.17181942376201,0,0.102446756978826,-0.102446756978787,0,0.171819423761797,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-4.16333634234432e-16,0,0,-0.172889875973392,0,0.100629733097179,-0.100629733097267,0,0.172889875973804,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-4.16333634234435e-16,0,0,-0.173941113522804,0,0.0988015254121397,-0.098801525412178,0,0.173941113523015,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4.16333634234435e-16,0,0,-0.174973019577395,0,0.0969623371074749,-0.0969623371075382,0,0.174973019577083,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4.16333634234432e-16,0,0,-0.175985479452531,0,0.095112372587601,-0.0951123725877134,0,0.17598547945242,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.20736753927985e-14,0,0,-0.176978380625528,0,0.0932518374539568,-0.0932518374538935,0,0.17697838062564,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.20736753927986e-14,0,0,-0.177951612747422,0,0.0913809384825118,-0.0913809384824002,0,0.177951612747434,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.20736753927986e-14,0,0,-0.178905067654929,0,0.0894998836018393,-0.0894998836017519,0,0.178905067654918,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.20736753927985e-14,0,0,-0.179838639382752,0,0.0876088818690376,-0.0876088818689993,0,0.179838639382739,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.20736753927985e-14,0,0,-0.180752224175189,0,0.0857081434464954,-0.0857081434466836,0,0.180752224175301,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.20736753927986e-14,0,0,-0.18164572049852,0,0.0837978795789077,-0.083797879578896,0,0.181645720498532,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.20736753927986e-14,0,0,-0.18251902905127,0,0.0818783025690487,-0.0818783025689096,0,0.182519029051058,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.20736753927985e-14,0,0,-0.183372052775025,0,0.079949625755392,-0.0799496257555027,0,0.183372052775013,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.20736753927985e-14,0,0,-0.184204696866526,0,0.0780120634879781,-0.0780120634880164,0,0.184204696866638,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.18501686878748,0,0.0760658311032672,-0.0760658311032672,0,0.18501686878738,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.20736753927985e-14,0,0,-0.185808478274275,0,0.0741111449023066,-0.0741111449023699,0,0.185808478274264,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.20736753927985e-14,0,0,-0.186579437349086,0,0.0721482221254036,-0.072148222125292,0,0.186579437349298,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-4.16333634234435e-16,0,0,-0.187329660329128,0,0.0701772809274573,-0.070177280927344,0,0.187329660329139,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-2.45636844198317e-14,0,0,-0.188059063835589,0,0.0681985403557419,-0.0681985403559043,0,0.188059063835477,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4.16333634234432e-16,0,0,-0.188767566803881,0,0.0662122203242863,-0.0662122203243488,0,0.18876756680387,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2.45636844198315e-14,0,0,-0.189455090492597,0,0.0642185415887051,-0.0642185415885936,0,0.189455090492609,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.20736753927986e-14,0,0,-0.190121558491687,0,0.0622177257225178,-0.0622177257226061,0,0.190121558491599,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.190766896730767,0,0.0602099950929082,-0.0602099950928083,0,0.190766896730766,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.191391033488343,0,0.0581955728351071,-0.0581955728349073,0,0.191391033488443,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-2.393918396848e-14,0,0,-0.191993899399193,0,0.0561746828283479,-0.056174682828472,0,0.19199389939917,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-2.39391839684797e-14,0,0,-0.192575427461394,0,0.0541475496713129,-0.054147549671437,0,0.192575427461471,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2.39391839684797e-14,0,0,-0.193135553045195,0,0.0521143986556122,-0.0521143986556372,0,0.193135553045219,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2.393918396848e-14,0,0,-0.19367421389972,0,0.0500754557412066,-0.0500754557412066,0,0.193674213899644,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.194191350158891,0,0.0480309475326514,-0.0480309475325515,0,0.194191350158891,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.194686904348774,0,0.0459811012532342,-0.0459811012532342,0,0.194686904348774,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.195160821394681,0,0.0439261447189977,-0.0439261447190977,0,0.195160821394681,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-2.393918396848e-14,0,0,-0.195613048626593,0,0.0418663063140286,-0.0418663063139536,0,0.195613048626568,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-2.39391839684797e-14,0,0,-0.196043535784509,0,0.039801814964754,-0.0398018149647291,0,0.196043535784485,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2.39391839684797e-14,0,0,-0.196452235024763,0,0.0377329001150641,-0.037732900115139,0,0.196452235024887,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2.393918396848e-14,0,0,-0.196839100925681,0,0.0356597917004293,-0.0356597917004293,0,0.196839100925705,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.1972040904916,0,0.0335827201221718,-0.0335827201221718,0,0.1972040904913,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.197547163157776,0,0.0315019162224873,-0.0315019162224124,0,0.197547163157775,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.197868280796056,0,0.0294176112575651,-0.0294176112575651,0,0.197868280796355,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.198167407718387,0,0.0273300368733077,-0.0273300368733826,0,0.198167407718387,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-2.393918396848e-14,0,0,-0.198444510680102,0,0.0252394250794014,-0.0252394250793748,0,0.198444510679979,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-4.89192020225455e-14,0,0,-0.198699558884255,0,0.0231460082223381,-0.0231460082223365,0,0.198699558884131,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.04083408558607e-15,0,0,-0.198932523985189,0,0.0210500189606359,-0.0210500189606625,0,0.198932523985113,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4.89192020225461e-14,0,0,-0.199143380091868,0,0.0189516902385584,-0.0189516902385351,0,0.199143380091992,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2.49800180540661e-14,0,0,-0.19933210377029,0,0.0168512552602862,-0.0168512552602613,0,0.19933210377039,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.199498674045763,0,0.0147489474644381,-0.014748947464463,0,0.199498674045863,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.199643072406132,0,0.0126450004979906,-0.0126450004979906,0,0.199643072406232,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-2.393918396848e-14,0,0,-0.199765282803263,0,0.0105396481894738,-0.0105396481894488,0,0.199765282803039,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-2.39391839684797e-14,0,0,-0.19986529165456,0,0.00843312452387216,-0.00843312452392212,0,0.199865291654436,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2.39391839684797e-14,0,0,-0.199943087845392,0,0.00632566361653979,-0.00632566361656477,0,0.199943087845616,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2.393918396848e-14,0,0,-0.19999866272979,0,0.00421749968631426,-0.00421749968621434,0,0.199998662729814,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.175025924555751,0,-4.74181901117999,4.74181901118007,0,0.175025924555651,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.125027648747512,0,-14.231256403226,14.2312564032258,0,0.125027648747512,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.125027648747512,0,-14.2312564032259,14.2312564032258,0,0.125027648747512,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.175025924555751,0,-4.74181901117979,4.74181901117992,0,0.175025924555651,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-2.393918396848e-14,0,0,-0.199998662729838,0,0.00421749968631426,-0.00421749968633757,0,0.199998662729814,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
